employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-01641,Martin Kask,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-00098,Siim Koppel,Contractor,Fixed-term,Night,2022-10-08,,Active,No,,Yes,Yes,2025-02-14,Yes,87,9,19,SAP SuccessFactors,No,
OMN-01642,Tanel Koppel,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00671,Tanel Koppel,Full-time,Permanent,Morning,2018-06-02,,Active,Yes,2018-07-14,Yes,Yes,2026-05-11,Yes,69,1,0,SAP SuccessFactors,No,
OMN-01643,Evelin Kask,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01088,Siim Mägi,Full-time,Permanent,Rotating,2026-03-10,,Active,Yes,2026-04-15,No,Yes,,Not eligible,82,0,6,SAP SuccessFactors,No,
OMN-01644,Triin Sepp,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01423,Laura Tamm,Full-time,Permanent,Morning,2014-03-06,,Active,Yes,2014-04-08,Yes,Yes,2020-05-31,Yes,73,3,26,SAP SuccessFactors,No,
OMN-01645,Rasmus Rebane,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-01255,Evelin Tamm,Full-time,Permanent,Standard office hours,2023-02-12,,Active,Yes,2023-04-10,Yes,Yes,2024-10-23,Yes,73,0,13,SAP SuccessFactors,Yes,
OMN-01646,Martin Lepp,AS Eesti Post,Estonia,Rakvere,HR & People Operations,People,Junior HR Specialist,Junior,OMN-01144,Siim Koppel,Part-time,Permanent,Standard office hours,2021-07-06,,Active,Yes,2021-08-17,Yes,Not required,2023-01-28,Yes,78,5,0,SAP SuccessFactors,Yes,
OMN-01647,Kärt Lepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00671,Tanel Koppel,Full-time,Fixed-term,Morning,2022-09-19,,Active,Yes,2022-11-14,Yes,Yes,2023-06-30,Yes,69,1,0,SAP SuccessFactors,No,
OMN-01648,Jaan Sepp,AS Eesti Post,Estonia,Rakvere,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00423,Triin Saar,Full-time,Permanent,Rotating,2018-03-02,2024-04-15,Exited,Yes,2018-03-09,No,Yes,,Yes,73,0,0,SAP SuccessFactors,No,
OMN-01649,Kadri Kukk,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00791,Mihkel Tamm,Full-time,Fixed-term,Standard office hours,2021-05-09,,Active,Yes,2021-06-23,Yes,Yes,2026-06-28,No,83,0,7,SAP SuccessFactors,Yes,
OMN-01650,Triin Rebane,AS Eesti Post,Estonia,Tartu,Sales & Partnerships,Commercial,Partnership Manager,Specialist,OMN-01006,Anu Rebane,Full-time,Permanent,Hybrid,2024-09-28,,Active,Yes,2024-10-15,Yes,Not required,2025-03-16,Yes,60,3,16,SAP SuccessFactors,No,
OMN-01651,Maarja Mägi,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-00118,Kadri Mägi,Full-time,Permanent,Morning,2017-05-21,2017-04-12,Exited,Yes,2017-06-08,Yes,Yes,2021-01-14,Yes,90,7,18,SAP SuccessFactors,No,Hire date after exit date
OMN-01652,Evelin Saar,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00992,Anu Mägi,Contractor,Permanent,Morning,2019-04-13,,Active,Yes,2019-04-27,Yes,Yes,2021-05-13,No,84,7,11,SAP SuccessFactors,No,
OMN-01653,Kadri Mägi,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00779,Laura Kask,Full-time,Permanent,Morning,2016-11-21,,Active,No,,Yes,Yes,2017-10-04,No,56,2,29,SAP SuccessFactors,Yes,
OMN-01654,Rasmus Rebane,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01291,Kadri Ilves,Full-time,Fixed-term,Evening,2022-02-12,,Active,Yes,2022-02-21,Yes,Yes,2022-10-01,No,86,4,17,SAP SuccessFactors,No,
OMN-01655,Kristjan Kask,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00624,Jaan Rebane,Full-time,Permanent,Rotating,2014-11-25,,Active,No,,Yes,Yes,2025-02-13,Yes,66,4,14,SAP SuccessFactors,No,
OMN-01656,Martin Saar,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01291,Kadri Ilves,Full-time,Permanent,Evening,2016-10-31,,Active,Yes,2016-11-17,Yes,Yes,2019-02-02,Yes,76,3,25,SAP SuccessFactors,No,
OMN-01657,Liis Rebane,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00459,Mihkel Ilves,Full-time,Fixed-term,Rotating,2024-03-31,2025-04-27,Exited,Yes,2024-04-03,Yes,Yes,2025-03-30,No,97,8,11,SAP SuccessFactors,Yes,
OMN-01658,Kadri Saar,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00854,Laura Rebane,Full-time,Fixed-term,Standard office hours,2017-12-27,,Active,Yes,2018-01-14,Yes,Yes,2022-01-29,No,68,4,0,SAP SuccessFactors,Yes,
OMN-01659,Mihkel Kukk,AS Eesti Post,Estonia,Rakvere,IT & Product,Technology,Systems Analyst,Specialist,OMN-00336,Martin Kukk,Full-time,Permanent,Standard office hours,2015-11-02,,Active,Yes,2015-11-14,Yes,Not required,2025-06-27,Yes,56,5,11,SAP SuccessFactors,No,
OMN-01660,Mihkel Saar,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-01435,Jaan Mägi,Full-time,Permanent,Rotating,2014-07-21,,Active,Yes,2014-08-25,Yes,Yes,2015-04-15,No,92,4,36,SAP SuccessFactors,No,
OMN-01661,Martin Kask,AS Eesti Post,Estonia,Narva,Customer Support,Support,Customer Support Agent,Junior,OMN-01220,Rasmus Sepp,Full-time,Permanent,Standard office hours,2014-02-23,,Active,Yes,2014-02-26,Yes,Not required,2026-04-06,No,70,4,26,SAP SuccessFactors,Yes,
OMN-01662,Maarja Mägi,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01173,Siim Mägi,Part-time,Permanent,Rotating,2023-11-21,,Active,Yes,2024-01-14,Yes,Yes,2024-07-07,No,94,6,0,SAP SuccessFactors,Yes,
OMN-01663,Laura Saar,AS Eesti Post,Estonia,Narva,Parcel Locker Network,Technical Operations,Senior Network Operations Specialist,Senior,OMN-00597,Triin Rebane,Full-time,Permanent,Rotating,2024-03-08,,Active,Yes,2024-04-29,Yes,No,2025-10-05,Yes,58,10,6,SAP SuccessFactors,No,
OMN-01664,Kadri Koppel,AS Eesti Post,Estonia,Rakvere,Sales & Partnerships,Commercial,Key Account Coordinator,Specialist,OMN-00683,Jaan Rebane,Full-time,Permanent,Standard office hours,2018-03-30,,Active,Yes,2018-05-03,Yes,Not required,2018-07-22,Yes,70,3,5,SAP SuccessFactors,No,
OMN-01665,Mihkel Kukk,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-01488,Rasmus Koppel,Full-time,Permanent,Weekend support,2018-07-18,2025-01-22,Exited,Yes,2018-08-26,Yes,Not required,2021-06-20,Yes,84,0,5,SAP SuccessFactors,Yes,
OMN-01666,Jaan Saar,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-00496,Laura Mägi,Full-time,Service contract,Rotating,2017-08-04,,Active,Yes,2017-08-11,Yes,Yes,2018-12-13,Yes,55,3,17,SAP SuccessFactors,No,
OMN-01667,Rasmus Saar,AS Eesti Post,Estonia,Tallinn,Finance,Finance,Finance Specialist,Junior,OMN-00659,Martin Tamm,Full-time,Permanent,Hybrid,2020-03-30,,Active,Yes,2020-04-10,Yes,Not required,2025-11-05,Yes,87,13,10,SAP SuccessFactors,Yes,
OMN-01668,Jaan Ilves,AS Eesti Post,Estonia,Narva,International Logistics,Logistics,Customs Support Specialist,Specialist,OMN-00546,Evelin Lepp,Full-time,Permanent,Standard office hours,2025-02-13,,Active,Yes,2025-04-13,Yes,Not required,2026-06-18,Yes,81,0,0,SAP SuccessFactors,Yes,
OMN-01669,Maarja Ilves,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01255,Evelin Tamm,Full-time,Permanent,Standard office hours,2024-02-01,,Active,Yes,2024-03-27,Yes,No,2024-07-21,Yes,61,7,6,SAP SuccessFactors,No,
OMN-01670,Kadri Mägi,AS Eesti Post,Estonia,Narva,HR & People Operations,People,Senior Recruitment Coordinator,Senior,OMN-01144,Siim Koppel,Full-time,Permanent,Standard office hours,2025-11-26,,Active,Yes,2026-01-15,Yes,Not required,2026-02-02,No,80,2,4,SAP SuccessFactors,Yes,
OMN-01671,Jaan Ilves,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-01248,Siim Saar,Seasonal,Permanent,Standard office hours,2019-11-18,,Active,Yes,2019-12-30,Yes,Yes,2023-08-13,Yes,88,4,15,SAP SuccessFactors,No,
OMN-01672,Liis Tamm,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00496,Laura Mägi,Full-time,Permanent,Morning,2015-10-20,,Active,Yes,2015-11-23,Yes,Yes,2017-01-20,Yes,91,1,16,SAP SuccessFactors,No,
OMN-01673,Jaan Koppel,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00118,Kadri Mägi,Full-time,Permanent,Evening,2018-11-11,,Active,Yes,2018-11-29,Yes,Yes,2022-07-22,No,98,5,30,SAP SuccessFactors,No,
OMN-01674,Laura Saar,AS Eesti Post,Estonia,Narva,Customer Support,Support,Customer Support Team Lead,Lead,OMN-01007,Evelin Mägi,Full-time,Permanent,Rotating,2016-07-20,,Active,Yes,2016-07-30,Yes,Not required,2021-08-14,Yes,62,5,12,SAP SuccessFactors,Yes,
OMN-01675,Triin Tamm,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-01066,Martin Lepp,Full-time,Permanent,Rotating,2019-06-25,,Active,Yes,2019-07-18,Yes,Yes,2023-02-17,Not eligible,85,2,0,SAP SuccessFactors,No,
OMN-01676,Evelin Mägi,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01604,Siim Koppel,Full-time,Permanent,Evening,2018-10-01,,Active,Yes,2018-10-26,Yes,Yes,2019-02-07,No,83,7,42,SAP SuccessFactors,No,
OMN-01677,Mihkel Kukk,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Junior,OMN-01368,Siim Saar,Seasonal,Permanent,Rotating,2024-02-10,,Active,Yes,2024-03-10,Yes,Not required,2025-08-11,Yes,83,11,5,SAP SuccessFactors,Yes,
OMN-01678,Rasmus Mägi,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01402,Siim Ilves,Full-time,Fixed-term,Standard office hours,2019-02-10,,Active,Yes,2019-03-04,Yes,Yes,2020-09-29,No,91,0,9,SAP SuccessFactors,No,
OMN-01679,Kristjan Koppel,AS Eesti Post,Estonia,Tallinn,IT & Product,Technology,Junior Software Engineer,Junior,OMN-00828,Rasmus Saar,Contractor,Permanent,Hybrid,2015-08-05,,Active,Yes,2015-08-21,Yes,Not required,2026-05-08,Yes,94,0,4,SAP SuccessFactors,No,
OMN-01680,Kristjan Saar,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-01423,Laura Tamm,Full-time,Permanent,Evening,2021-04-15,,Active,Yes,2021-06-10,Yes,Yes,2023-08-06,Yes,97,5,31,SAP SuccessFactors,No,
OMN-01681,Liis Tamm,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01391,Evelin Tamm,Full-time,Fixed-term,Night,2017-12-28,2022-09-18,Exited,Yes,2018-01-18,Yes,Yes,2018-01-13,Yes,82,4,37,SAP SuccessFactors,No,
OMN-01682,Triin Kukk,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01229,Siim Kukk,Full-time,Permanent,Evening,2019-10-25,,Active,Yes,2019-12-21,Yes,Yes,2020-09-04,Yes,76,6,29,SAP SuccessFactors,Yes,
OMN-01683,Maarja Sepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01123,Siim Tamm,Full-time,Permanent,Morning,2017-09-17,,Active,Yes,2017-10-06,No,Yes,,Yes,75,3,33,SAP SuccessFactors,No,
OMN-01684,Liis Koppel,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01376,Maarja Mägi,Full-time,Permanent,Rotating,2021-08-21,2023-12-07,Exited,Yes,2021-08-30,Yes,Yes,2025-05-17,Yes,64,0,10,SAP SuccessFactors,Yes,
OMN-01685,Siim Lepp,AS Eesti Post,Estonia,Tallinn,International Logistics,Logistics,International Logistics Specialist,Specialist,OMN-01475,Maarja Mägi,Full-time,Permanent,Rotating,2016-08-09,,Active,Yes,2016-08-19,Yes,Not required,2019-11-10,Yes,,10,15,SAP SuccessFactors,Yes,
OMN-01686,Rasmus Kask,AS Eesti Post,Estonia,Rakvere,Data & Automation,Data & Automation,Senior Automation Specialist,Senior,OMN-01785,Maarja Lepp,Full-time,Permanent,Standard office hours,2016-09-18,,Active,Yes,2016-11-05,Yes,Not required,2017-01-21,Yes,56,7,17,SAP SuccessFactors,Yes,
OMN-01687,Anu Lepp,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00350,Martin Sepp,Full-time,Permanent,Rotating,2025-04-15,,Active,Yes,2025-04-29,Yes,Yes,2026-05-29,Yes,78,0,11,SAP SuccessFactors,No,
OMN-01688,Mihkel Lepp,AS Eesti Post,Estonia,Pärnu,Finance,Finance,Team Lead,Lead,OMN-00860,Liis Koppel,Part-time,Permanent,Hybrid,2016-10-10,2020-01-16,Exited,Yes,2016-10-25,Yes,Not required,2017-06-19,Yes,67,7,12,SAP SuccessFactors,Yes,
OMN-01689,Liis Koppel,AS Eesti Post,Estonia,Pärnu,IT & Product,Technology,Senior Software Engineer,Senior,OMN-01698,Kadri Kukk,Full-time,Permanent,Hybrid,2019-08-16,2021-04-22,Exited,Yes,2019-09-13,Yes,Not required,2024-12-19,No,64,6,8,SAP SuccessFactors,No,
OMN-01690,Martin Koppel,AS Eesti Post,Estonia,Tartu,International Logistics,Logistics,Senior Transit Operations Coordinator,Senior,OMN-01484,Maarja Sepp,Full-time,Permanent,Standard office hours,2023-07-05,,Active,Yes,2023-08-23,Yes,Not required,2024-08-13,Yes,96,0,0,SAP SuccessFactors,Yes,
OMN-01691,Triin Ilves,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01402,Siim Ilves,Full-time,Fixed-term,Rotating,2020-10-13,,Active,Yes,2020-11-26,Yes,Yes,2024-07-28,Yes,98,6,9,SAP SuccessFactors,No,
OMN-01692,Mihkel Lepp,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01626,Kärt Koppel,Part-time,Fixed-term,Morning,2025-01-22,2026-02-09,Exited,Yes,2025-01-29,Yes,Yes,2026-04-14,No,88,1,15,SAP SuccessFactors,Yes,
OMN-01693,Rasmus Koppel,AS Eesti Post,Estonia,Tartu,Legal & Compliance,Legal & Compliance,Data Protection Coordinator,Specialist,OMN-00253,Evelin Mägi,Full-time,Permanent,Hybrid,2021-02-26,,Active,Yes,2021-04-06,No,Not required,,Yes,66,9,5,SAP SuccessFactors,No,
OMN-01694,Jaan Tamm,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-00012,Kärt Rebane,Contractor,Permanent,Rotating,2020-02-25,,Active,Yes,2020-04-06,Yes,Yes,2024-04-08,Yes,59,3,0,SAP SuccessFactors,No,
OMN-01695,Kärt Ilves,AS Eesti Post,Estonia,Tartu,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00655,Anu Kask,Part-time,Service contract,Weekend support,2015-04-13,,Active,Yes,2015-05-21,Yes,Yes,2021-12-14,Yes,93,0,0,SAP SuccessFactors,No,
OMN-01696,Mihkel Rebane,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01435,Jaan Mägi,Full-time,Service contract,Rotating,2016-10-23,,Active,Yes,2016-12-17,Yes,Yes,2019-09-11,Yes,71,3,11,SAP SuccessFactors,No,
OMN-01697,Mihkel Tamm,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01505,Tanel Mägi,Full-time,Permanent,Evening,2021-05-06,,Active,Yes,2021-06-23,Yes,No,2026-06-26,Yes,85,3,29,SAP SuccessFactors,No,
OMN-01698,Kadri Kukk,AS Eesti Post,Estonia,Narva,IT & Product,Technology,Team Lead,Lead,OMN-00791,Mihkel Tamm,Full-time,Permanent,Standard office hours,2014-03-22,2023-08-21,Exited,Yes,2014-04-03,No,Not required,,Yes,98,0,8,SAP SuccessFactors,No,
OMN-01699,Martin Koppel,AS Eesti Post,Estonia,Tartu,IT & Product,Technology,Team Lead,Lead,OMN-01154,Martin Kukk,Full-time,Permanent,Hybrid,2016-07-06,,Active,Yes,2016-08-24,Yes,Not required,2022-11-27,No,73,1,0,SAP SuccessFactors,No,
OMN-01700,Kristjan Sepp,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00147,Kristjan Koppel,Seasonal,Permanent,Rotating,2023-11-24,,Active,Yes,2023-12-16,Yes,Yes,2025-08-05,No,60,14,0,SAP SuccessFactors,No,
OMN-01701,Mihkel Kukk,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-00937,Liis Sepp,Full-time,Permanent,Rotating,2019-10-27,,Active,Yes,2019-11-25,Yes,Yes,2023-02-27,Yes,59,0,0,SAP SuccessFactors,Yes,
OMN-01702,Maarja Koppel,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00864,Rasmus Sepp,Full-time,Permanent,Standard office hours,2015-12-16,,Active,Yes,2016-01-29,Yes,Yes,2024-11-04,Yes,58,2,18,SAP SuccessFactors,No,
OMN-01703,Maarja Mägi,AS Eesti Post,Estonia,Tartu,HR & People Operations,People,Junior HR Specialist,Junior,OMN-00816,Liis Mägi,Full-time,Permanent,Hybrid,2018-03-18,,Active,Yes,2018-03-23,Yes,Not required,2022-10-27,Yes,55,2,15,SAP SuccessFactors,Yes,
OMN-01704,Kristjan Kask,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00620,Kadri Kask,Seasonal,Permanent,Evening,2021-07-17,,Active,Yes,2021-07-29,Yes,No,2025-05-19,Yes,92,8,17,SAP SuccessFactors,No,
OMN-01705,Jaan Rebane,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00808,Mihkel Tamm,Part-time,Permanent,Rotating,2015-09-21,,Active,Yes,2015-11-20,Yes,Yes,2025-03-29,No,84,3,0,SAP SuccessFactors,No,
OMN-01706,Liis Kask,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01513,Jaan Sepp,Seasonal,Permanent,Evening,2026-01-17,,Active,Yes,2026-02-19,Yes,Yes,2026-03-15,Yes,91,3,38,SAP SuccessFactors,No,
OMN-01707,Siim Kask,AS Eesti Post,Estonia,Narva,HR & People Operations,People,Senior HR Specialist,Senior,OMN-01144,Siim Koppel,Full-time,Permanent,Standard office hours,2020-04-17,,Active,No,,Yes,Not required,2023-10-15,No,94,2,5,SAP SuccessFactors,Yes,
OMN-01708,Rasmus Kask,AS Eesti Post,Estonia,Pärnu,IT & Product,Technology,Senior Product Specialist,Senior,OMN-00336,Martin Kukk,Full-time,Permanent,Hybrid,2016-05-18,,Active,Yes,2016-07-17,Yes,Not required,2019-07-04,No,69,0,3,SAP SuccessFactors,No,
OMN-01709,Martin Koppel,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-00098,Siim Koppel,Contractor,Permanent,Rotating,2021-01-16,,Active,Yes,2021-02-10,No,Yes,,Yes,71,6,47,SAP SuccessFactors,No,
OMN-01710,Evelin Kukk,AS Eesti Post,Estonia,Tartu,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00907,Maarja Rebane,Full-time,Permanent,Rotating,2019-12-28,,Active,Yes,2020-01-29,Yes,Yes,2025-03-27,Yes,87,0,4,SAP SuccessFactors,No,
OMN-01711,Kadri Saar,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01140,Maarja Rebane,Full-time,Permanent,Night,2014-09-14,,Active,Yes,2014-10-06,Yes,Yes,2025-10-16,No,61,4,7,SAP SuccessFactors,Yes,
OMN-01712,Triin Mägi,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-00012,Kärt Rebane,Seasonal,Permanent,Evening,2016-02-16,2024-03-20,Exited,Yes,2016-02-28,Yes,No,2020-12-26,Yes,85,6,27,SAP SuccessFactors,No,
OMN-01713,Kristjan Koppel,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01066,Martin Lepp,Full-time,Permanent,Evening,2024-05-22,,Active,Yes,2024-06-08,Yes,Yes,2024-06-20,Yes,78,0,0,SAP SuccessFactors,No,
OMN-01714,Kadri Tamm,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01248,Siim Saar,Full-time,Fixed-term,Standard office hours,2018-10-18,,Active,No,,Yes,Yes,2025-06-19,No,91,1,5,SAP SuccessFactors,No,
OMN-01715,Kristjan Saar,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-00208,Anu Kukk,Full-time,Fixed-term,Evening,2018-04-19,,Active,Yes,2018-05-14,Yes,Yes,2026-01-10,Yes,86,4,11,SAP SuccessFactors,No,
OMN-01716,Martin Mägi,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00346,Mihkel Ilves,Full-time,Fixed-term,Evening,2019-06-06,2022-06-25,Exited,Yes,2019-07-31,Yes,Yes,2023-02-19,Yes,59,8,3,SAP SuccessFactors,No,
OMN-01717,Evelin Saar,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-01173,Siim Mägi,Contractor,Permanent,Morning,2016-07-19,,Active,Yes,2016-08-16,Yes,Yes,2023-10-31,Yes,56,2,29,SAP SuccessFactors,Yes,
OMN-01718,Kadri Ilves,AS Eesti Post,Estonia,Narva,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00766,Martin Kask,Full-time,Permanent,Standard office hours,2019-06-25,,Active,Yes,2019-08-20,Yes,Yes,2024-01-26,Yes,96,4,0,SAP SuccessFactors,No,
OMN-01719,Laura Mägi,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-01197,Triin Rebane,Full-time,Fixed-term,Rotating,2021-05-22,,Active,Yes,2021-07-10,Yes,Yes,2024-12-25,Yes,60,3,46,SAP SuccessFactors,No,
OMN-01720,Liis Kask,AS Eesti Post,Estonia,Tartu,Parcel Locker Network,Technical Operations,Parcel Locker Operations Lead,Lead,OMN-00328,Kadri Ilves,Full-time,Fixed-term,Standard office hours,2021-10-16,,Active,Yes,2021-11-28,No,Yes,,Yes,86,0,7,SAP SuccessFactors,No,
OMN-01721,Mihkel Koppel,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00318,Jaan Lepp,Contractor,Permanent,Standard office hours,2015-12-23,,Active,Yes,2016-01-13,Yes,Yes,2026-03-15,Yes,99,2,0,SAP SuccessFactors,No,
OMN-01722,Kärt Lepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-01626,Kärt Koppel,Full-time,Fixed-term,Morning,2019-07-03,,Active,Yes,2019-07-14,Yes,Yes,2023-11-17,Yes,96,0,30,SAP SuccessFactors,No,
OMN-01723,Triin Mägi,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-00864,Rasmus Sepp,Full-time,Permanent,Rotating,2022-07-09,,Active,Yes,2022-07-28,Yes,Yes,2024-07-03,No,56,7,12,SAP SuccessFactors,No,
OMN-01724,Siim Mägi,AS Eesti Post,Estonia,Tartu,Legal & Compliance,Legal & Compliance,Senior Compliance Specialist,,OMN-01385,Kadri Tamm,Full-time,Permanent,Standard office hours,2024-07-06,,Active,Yes,2024-07-15,No,Not required,,No,61,1,0,SAP SuccessFactors,No,Missing job level
OMN-01725,Kärt Kask,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-01604,Siim Koppel,Seasonal,Permanent,Night,2025-05-28,2026-06-03,Exited,Yes,2025-07-20,No,Yes,,No,70,0,9,SAP SuccessFactors,No,
OMN-01726,Mihkel Lepp,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Customs Support Specialist,Specialist,OMN-00067,Evelin Sepp,Full-time,Fixed-term,Standard office hours,2021-12-10,2021-06-17,Exited,Yes,2022-01-13,Yes,Not required,2025-12-02,No,96,5,0,SAP SuccessFactors,Yes,Hire date after exit date
